3,99998,0,0,0,
4,42860,0,0,3,
5,29064,0,0,7,
8,22907,0,0,12,
8,18182,0,0,20,
11,15585,0,0,28,
12,13371,0,0,39,
13,11788,0,0,51,
16,10590,0,0,64,
16,9524,0,0,80,
19,8731,0,0,96,
20,8008,0,0,115,
21,7413,0,0,135,
24,6914,0,0,156,
24,6452,0,0,180,
27,6073,0,0,204,
28,5717,0,0,231,
29,5408,0,0,259,
32,5136,0,0,288,
32,4879,0,0,320,
35,4657,0,0,352,
36,4446,0,0,387,
37,4257,0,0,423,
40,4086,0,0,460,
40,3922,0,0,500,
43,3777,0,0,540,
44,3637,0,0,583,
45,3510,0,0,627,
48,3392,0,0,672,
48,3279,0,0,720,
51,3177,0,0,768,
52,3078,0,0,819,
53,2986,0,0,871,
56,2900,0,0,924,
56,2817,0,0,980,
59,2741,0,0,1036,
60,2667,0,0,1095,
61,2598,0,0,1155,
64,2533,0,0,1216,
64,2470,0,0,1280,
67,2411,0,0,1344,
68,2354,0,0,1411,
69,2300,0,0,1479,
52,2255,0,0,1548,
72,2212,0,1,1600,
74,2164,0,1,1672,
75,2118,0,1,1746,
78,2075,0,1,1821,
78,2032,0,1,1899,
81,1992,0,1,1977,
82,1953,0,1,2058,
83,1915,0,1,2140,
85,1880,0,1,2223,
87,1845,0,1,2308,
88,1812,0,1,2395,
90,1780,0,1,2483,
92,1748,0,1,2573,
93,1718,0,1,2665,
95,1689,0,1,2758,
96,1661,0,1,2853,
98,1634,0,1,2949,
100,1608,0,1,3047,
53,1588,0,1,3147,
101,1569,0,2,3200,
104,1545,0,2,3301,
105,1522,0,2,3405,
107,1499,0,2,3510,
108,1477,0,2,3617,
110,1455,0,2,3725,
112,1434,0,2,3835,
113,1414,0,2,3947,
115,1394,0,2,4060,
116,1375,0,2,4175,
118,1357,0,2,4291,
120,1339,0,2,4409,
121,1321,0,2,4529,
123,1304,0,2,4650,
27,1293,0,2,4773,
124,1283,0,3,4800,
127,1267,0,3,4924,
128,1251,0,3,5051,
129,1236,0,3,5179,
131,1221,0,3,5308,
133,1206,0,3,5439,
133,1201,0,3,5572,
134,1201,0,3,5705,
133,1201,0,3,5839,
133,1200,0,3,5972,
134,1201,0,3,6105,
133,1201,0,3,6239,
28,1201,0,3,6372,
133,1201,0,4,6400,
133,1201,0,4,6533,
133,1200,0,4,6666,
134,1200,0,4,6799,
133,1200,0,4,6933,
134,1200,0,4,7066,
133,1200,0,4,7200,
133,1201,0,4,7333,
134,1201,0,4,7466,
133,1201,0,4,7600,
133,1200,0,4,7733,
133,1200,0,4,7866,
1,1200,0,4,7999,
133,1201,0,5,8000,
133,1201,0,5,8133,
133,1200,0,5,8266,
134,1200,0,5,8399,
133,1200,0,5,8533,
134,1200,0,5,8666,
133,1200,0,5,8800,
133,1201,0,5,8933,
134,1201,0,5,9066,
133,1201,0,5,9200,
133,1200,0,5,9333,
133,1200,0,5,9466,
1,1200,0,5,9599,
133,1201,0,6,9600,
133,1201,0,6,9733,
133,1200,0,6,9866,
134,1200,0,6,9999,
133,1200,0,6,10133,
134,1200,0,6,10266,
133,1200,0,6,10400,
133,1201,0,6,10533,
134,1201,0,6,10666,
133,1201,0,6,10800,
133,1200,0,6,10933,
133,1200,0,6,11066,
1,1200,0,6,11199,
133,1201,0,7,11200,
133,1201,0,7,11333,
133,1200,0,7,11466,
134,1200,0,7,11599,
133,1200,0,7,11733,
134,1200,0,7,11866,
133,1200,0,7,12000,
133,1201,0,7,12133,
134,1201,0,7,12266,
133,1201,0,7,12400,
133,1200,0,7,12533,
133,1200,0,7,12666,
1,1200,0,7,12799,
133,1201,0,8,12800,
133,1201,0,8,12933,
133,1200,0,8,13066,
134,1200,0,8,13199,
133,1200,0,8,13333,
134,1200,0,8,13466,
133,1200,0,8,13600,
133,1201,0,8,13733,
134,1201,0,8,13866,
133,1201,0,8,14000,
133,1200,0,8,14133,
133,1200,0,8,14266,
1,1200,0,8,14399,
133,1201,0,9,14400,
133,1201,0,9,14533,
133,1200,0,9,14666,
134,1200,0,9,14799,
133,1200,0,9,14933,
134,1200,0,9,15066,
133,1200,0,9,15200,
133,1201,0,9,15333,
134,1201,0,9,15466,
133,1201,0,9,15600,
133,1200,0,9,15733,
133,1200,0,9,15866,
1,1200,0,9,15999,
133,1201,0,10,16000,
133,1201,0,10,16133,
133,1200,0,10,16266,
134,1200,0,10,16399,
133,1200,0,10,16533,
134,1200,0,10,16666,
133,1200,0,10,16800,
133,1201,0,10,16933,
134,1201,0,10,17066,
133,1201,0,10,17200,
133,1200,0,10,17333,
133,1200,0,10,17466,
1,1200,0,10,17599,
133,1201,0,11,17600,
133,1201,0,11,17733,
133,1200,0,11,17866,
134,1200,0,11,17999,
133,1200,0,11,18133,
134,1200,0,11,18266,
133,1200,0,11,18400,
133,1201,0,11,18533,
134,1201,0,11,18666,
133,1201,0,11,18800,
133,1200,0,11,18933,
133,1200,0,11,19066,
1,1200,0,11,19199,
133,1201,0,12,19200,
133,1201,0,12,19333,
133,1200,0,12,19466,
134,1200,0,12,19599,
133,1200,0,12,19733,
134,1200,0,12,19866,
133,1200,0,12,20000,
133,1201,0,12,20133,
134,1201,0,12,20266,
133,1201,0,12,20400,
133,1200,0,12,20533,
133,1200,0,12,20666,
1,1200,0,12,20799,
132,1208,0,13,20800,
131,1222,0,13,20932,
129,1238,0,13,21063,
128,1253,0,13,21192,
126,1269,0,13,21320,
125,1285,0,13,21446,
123,1302,0,13,21571,
121,1319,0,13,21694,
120,1337,0,13,21815,
