118,1355,0,13,21935,
116,1373,0,13,22053,
115,1392,0,13,22169,
114,1412,0,13,22284,
2,1717,0,13,22398,
70,2262,0,14,22400,
69,2314,0,14,22470,
68,2368,0,14,22539,
66,2426,0,14,22607,
64,2486,0,14,22673,
63,2549,0,14,22737,
61,2616,0,14,22800,
60,2686,0,14,22861,
58,2761,0,14,22921,
56,2839,0,14,22979,
55,2922,0,14,23035,
53,3010,0,14,23090,
52,3103,0,14,23143,
49,3203,0,14,23195,
49,3307,0,14,23244,
47,3422,0,14,23293,
45,3544,0,14,23340,
43,3673,0,14,23385,
42,3812,0,14,23428,
41,3963,0,14,23470,
38,4129,0,14,23511,
37,4303,0,14,23549,
36,4495,0,14,23586,
34,4709,0,14,23622,
32,4942,0,14,23656,
31,5196,0,14,23688,
29,5483,0,14,23719,
28,5799,0,14,23748,
26,6161,0,14,23776,
24,6566,0,14,23802,
23,7020,0,14,23826,
21,7554,0,14,23849,
20,8166,0,14,23870,
18,8908,0,14,23890,
16,9782,0,14,23908,
15,10817,0,14,23924,
13,12149,0,14,23939,
11,13805,0,14,23952,
10,15894,0,14,23963,
9,18864,0,14,23973,
6,23573,0,14,23982,
6,29911,0,14,23988,
3,44705,0,14,23994,
2,72822,0,14,23997,
1,157980,0,14,23999,
0,0,0,0,14,24000,
